KONAMI ID,レアリティ,カード名
12842,UR,デストーイ・ハーケン・クラーケン
12843,SR,召喚師アレイスター
12844,R,召喚獣カリギュラ
12845,N,召喚獣ライディーン
12846,N,召喚獣コキュートス
12847,N,召喚獣プルガトリオ
12848,R,召喚獣メガラニカ
12849,SR,召喚獣メルカバー
12850,UR,召喚獣エリュシオン
12851,R,暴走魔法陣
12852,SR,召喚魔術
12853,N,法の聖典
12854,R,魔法名-「大いなる獣」
12855,R,調弦の魔術師
12856,R,幻影騎士団ミストクロウズ
12857,SR,スピードリフト
12858,N,捕食生成
12859,UR,オスティナート
12860,R,月光彩雛
12861,SR,WW-グラス・ベル
12862,UR,LL-リサイト・スターリング
12863,SR,超重武者ダイ-8
12864,SR,妖仙獣の神颪
12865,R,魔界劇団-ティンクル・リトルスター
12866,SR,魔玩具補綴
12867,N,異形神の契約書
12868,UR,RR-アーセナル・ファルコン
12869,SR,花札衛-月花見-
12870,SR,捕食植物ドラゴスタペリア
12871,SR,テセウスの魔棲物
12872,SR,融合再生機構
12873,N,サブテラーの刀匠
12874,N,サブテラーマリス・アルラボーン
12875,N,サブテラーマリス・ボルティニア
12876,N,サブテラーの激闘
12877,N,SPYGAL-ミスティ
12878,R,SPYRAL-タフネス
12879,R,SPYRAL GEAR-マルチワイヤー
12880,N,SPYRAL MISSION-奪還
12881,N,EMバラード
12882,N,EMバラクーダ
12883,R,SRドミノバタフライ
12884,N,ペンデュラム・フュージョン
12885,SR,デストーイ・デアデビル
12886,N,デストーイ・リニッチ
12887,N,R・R・R
12888,R,連鎖召喚
12889,SR,ONiサンダー
12890,R,No.28 タイタニック・モス
12891,N,No.70 デッドリー・シン
12892,N,ネクロイド・シンクロ
12893,R,風来王 ワイルド・ワインド
12894,SR,シンクロコール
12895,SR,天輪の双星道士
12896,SR,牛頭鬼
12897,UR,熱き決闘者たち
12898,N,滅びの呪文-デス・アルテマ
12899,R,ディアバウンド・カーネル
12900,UR,ハーピィの羽根吹雪
12901,UR,E・HERO オネスティ・ネオス
12902,R,スカイスクレイパー・シュート
12903,R,暗黒の召喚神
12904,SR,失楽園
12905,R,白のヴェール
12906,UR,アストログラフ・マジシャン
12907,SR,クロノグラフ・マジシャン
12908,SR,虹彩の魔術師
12909,SR,黒牙の魔術師
12910,SR,白翼の魔術師
12911,SR,紫毒の魔術師
12912,R,星霜のペンデュラムグラフ
12913,R,時空のペンデュラムグラフ
12914,UR,星刻の魔術師
12915,UR,EMスカイ・マジシャン
12916,N,EMスカイ・ピューピル
12917,R,EMレビュー・ダンサー
12918,N,EMユーゴーレム
12919,N,EM小判竜
12920,N,SRビードロ・ドクロ
12921,N,SRアクマグネ
12922,R,SR56プレーン
12923,SR,捕食植物オフリス・スコーピオ
12924,N,捕食植物ダーリング・コブラ
12925,N,捕食植物コーディセップス
12926,N,LL-コバルト・スパロー
12927,N,LL-サファイア・スワロー
12928,N,LL-ターコイズ・ワーブラー
12929,N,DDゴースト
12930,N,ダブル・リゾネーター
12931,N,覇王門零
12932,N,覇王門無限
12933,R,覇王眷竜ダークヴルム
12934,R,真竜導士マジェスティM
12935,R,真竜戦士イグニスH
12936,SR,真竜拳士ダイナマイトK
12937,R,真竜騎将ドライアスⅢ世
12938,UR,真竜剣皇マスターP
12939,SR,真竜機兵ダースメタトロン
12940,SR,真竜凰マリアムネ
12941,N,十二獣クックル
12942,N,幻煌龍 スパイラル
12943,N,電子光虫-LEDバグ
12944,UR,智天の神星龍
12945,R,影霊衣の巫女 エリアル
12946,SR,巨大戦艦 ビッグ・コアMk-Ⅲ
12947,SR,ペンデュラムーチョ
12948,R,バオバブーン
12949,R,ファイヤークラッカー
12950,UR,灰流うらら
12951,N,憑依装着-ライナ
12952,UR,妖精伝姫-カグヤ
12953,UR,覇王龍ズァーク
12954,SR,EMガトリングール
12955,SR,LL-インディペンデント・ナイチンゲール
12956,N,幻影騎士団カースド・ジャベリン
12957,SR,LL-アセンブリー・ナイチンゲール
12958,SR,RR-エトランゼ・ファルコン
12959,R,DDD磐石王ダリウス
12960,UR,真竜皇V.F.D.
12961,R,十二獣ハマーコング
12962,N,十二獣ライカ
12963,N,魔術師の右手
12964,N,魔術師の左手
12965,N,魔術師の再演
12966,SR,超越融合
12967,SR,ドラゴニックD
12968,R,真竜の継承
12969,R,真竜凰の使徒
12970,R,幻煌の都 パシフィス
12971,N,幻煌龍の螺旋突
12972,N,幻煌龍の螺旋絞
12973,N,幻煌龍の螺旋波
12974,R,光虫信号
12975,SR,セフィラの神意
12976,UR,巨大要塞ゼロス
12977,SR,デュエリスト・アドベント
12978,UR,盆回し
12979,N,決別
12980,N,幻影騎士団ロスト・ヴァンブレイズ
12981,N,幻影騎士団ウロング・マグネリング
12982,N,常闇の契約書
12983,R,真竜皇の復活
12984,R,真竜の黙示録
12985,N,十二獣の相剋
12986,N,幻煌龍の戦渦
12987,N,幻煌龍の浸渦
12988,N,幻煌龍の天渦
12989,R,破壊剣士の揺籃
12990,SR,ダイナミスト・ハウリング
12991,R,セフィラの星戦
12992,SR,幽麗なる幻滝
12993,SR,醒めない悪夢
12994,UR,ダイヤモンドダストン
12996,SR,破壊竜ガンドラ-ギガ・レイズ
12997,SR,古代の機械巨人-アルティメット・パウンド
12998,UR,コズミック・ブレイザー・ドラゴン
12999,R,クリア・エフェクター
13000,R,シューティング・ソニック
13001,N,集いし願い
13002,UR,ぶつかり合う魂
13003,R,ムーンバリア
13004,SR,マスター・ピース
13005,SR,ドン・サウザンドの契約
13006,SR,螺旋のストライクバースト
13007,R,エンタメデュエル
13009,SR,プチラノドン
13010,UR,究極伝導恐獣
13011,UR,魂喰いオヴィラプター
13012,R,メガロスマッシャーX
13013,R,ロストワールド
13014,R,生存境界
13016,UR,DDD烈火大王エグゼクティブ・テムジン
13017,SR,FNo.0 未来皇ホープ-フューチャー・スラッシュ
13018,UR,RR-レヴォリューション・ファルコン-エアレイド
13019,UR,竜巻竜
13020,N,ペンデュラム・スイッチ
13021,N,サブテラーの妖魔
13022,N,サブテラーマリス・グライオース
13023,R,サブテラーマリス・エルガウスト
13024,R,サブテラーの決戦
13025,SR,SPYRAL-ボルテックス
13026,N,SPYRAL GEAR-ラスト・リゾート
13027,N,SPYRAL GEAR-エクストラアームズ
13028,N,SPYRAL MISSION-救出
13029,N,ビットロン
13030,SR,ドラコネット
13031,SR,RAMクラウダー
13032,SR,リンクスレイヤー
13033,N,サイバネット・ユニバース
13034,SR,リンク・スパイダー
13035,SR,ハニーボット
13036,UR,デコード・トーカー
13037,N,EMカード・ガードナー
13038,R,エッジインプ・コットン・イーター
13039,UR,サイバース・ガジェット
13040,R,サイバース・ウィザード
13041,N,バックアップ・セクレタリー
13042,N,スタック・リバイバー
13043,N,ランチャー・コマンダー
13044,R,サルベージェント・ドライバー
13045,R,トリックスター・リリーベル
13046,SR,トリックスター・マンジュシカ
13047,UR,トリックスター・キャンディナ
13048,R,剛鬼ツイストコブラ
13049,R,剛鬼スープレックス
13050,R,剛鬼ライジングスコーピオ
13051,N,ハック・ワーム
13052,R,ジャック・ワイバーン
13053,SR,クラッキング・ドラゴン
13054,R,覇王眷竜オッドアイズ
13055,N,捕食植物バンクシアオーガ
13056,N,DDヴァイス・テュポーン
13057,N,星杯を戴く巫女
13058,N,星杯に選ばれし者
13059,N,星杯に誘われし者
13060,N,星杯の守護竜
13061,R,星杯の妖精リース
13062,R,星遺物-『星杯』
13063,N,トワイライトロード・ジェネラル ジェイン
13064,N,トワイライトロード・ソーサラー ライラ
13065,SR,トワイライトロード・シャーマン ルミナス
13066,R,トワイライトロード・ファイター ライコウ
13067,UR,戒めの龍
13068,R,レスキューフェレット
13069,R,ランカの蟲惑魔
13070,R,切れぎみ隊長
13071,R,トレジャー・パンダー
13072,R,ゾンビーナ
13073,R,Re:EX
13074,N,影星軌道兵器ハイドランダー
13075,SR,雷仙神
13076,R,パーリィナイツ
13077,SR,覇王眷竜スターヴ・ヴェノム
13078,R,覇王眷竜クリアウィング
13079,UR,DDD疾風大王エグゼクティブ・アレクサンダー
13080,R,覇王眷竜ダーク・リベリオン
13081,R,DDD怒涛大王エグゼクティブ・シーザー
13082,UR,ファイアウォール・ドラゴン
13083,UR,トリックスター・ホーリーエンジェル
13084,UR,剛鬼ザ・グレート・オーガ
13085,SR,トポロジック・ボマー・ドラゴン
13086,R,星杯竜イムドゥーク
13087,SR,星杯神楽イヴ
13088,UR,星杯剣士アウラム
13089,UR,星杯戦士ニンギルス
13090,SR,電影の騎士ガイアセイバー
13091,SR,ミセス・レディエント
13092,UR,トリックスター・ライトステージ
13093,UR,剛鬼再戦
13094,R,エアークラック・ストーム
13095,N,スマイル・ユニバース
13096,N,星遺物との邂逅
13097,N,星遺物の加護
13098,R,闇の進軍
13099,N,黄昏の双龍
13100,R,緊急救急救命レスキュー
13101,SR,ルドラの魔導書
13102,N,鈍重
13103,SR,ブーギートラップ
13104,R,キャッスル・リンク
13105,N,ディフェンスゾーン
13106,N,スリーストライク・バリア
13107,UR,トリックスター・リンカーネイション
13108,R,パルス・ボム
13109,N,覇王の逆鱗
13110,N,星遺物の導き
13111,R,トワイライト・イレイザー
13112,N,黄昏の交衣
13113,N,暗黒界の洗脳
13114,R,絶縁の落とし穴
13115,SR,砂塵の大嵐
13116,SR,戦線復帰
13117,SR,無償交換
13118,R,無差別崩壊
13119,UR,変則ギア
13121,SR,DDD運命王ゼロ・ラプラス
13122,R,覇王白竜オッドアイズ・ウィング・ドラゴン
13123,R,DDD超死偉王パープリッシュ・ヘル・アーマゲドン
13126,N,オッドアイズ・ランサー・ドラゴン
13127,N,EMオッドアイズ・ミノタウロス
13128,N,EMオッドアイズ・ディゾルヴァー
13129,N,EMオッドアイズ・シンクロン
13130,SR,EM五虹の魔術師
13131,SR,覇王紫竜オッドアイズ・ヴェノム・ドラゴン
13132,R,DDD超死偉王ホワイテスト・ヘル・アーマゲドン
13133,R,DDD超死偉王ダークネス・ヘル・アーマゲドン
13134,N,超重武者オタス-K
13135,N,超重武者コブ-C
13136,UR,超重蒸鬼テツドウ-O
13137,R,魔界劇団カーテン・ライザー
13138,N,魔界台本「魔界の宴咜女」
13139,R,RR-ラダー・ストリクス
13140,UR,RR-ファイナル・フォートレス・ファルコン
13141,R,黄昏の忍者-ジョウゲン
13142,R,黄昏の忍者-カゲン
13143,N,白鱓
13144,R,白闘気海豚
13145,SR,白闘気白鯨
13146,R,アマゾネスの斥候
13147,SR,アマゾネスペット虎獅子
13148,SR,アマゾネス女帝
13149,SR,スローライフ
13150,N,剣闘獣ノクシウス
13151,SR,剣闘獣アンダバタエ
13152,SR,剣闘獣総監エーディトル
13153,N,D-HERO ドリームガイ
13154,SR,D-HERO ダスクユートピアガイ
13155,R,時空超越
13156,R,ジュラシック・インパクト
13157,N,時械神ラツィオン
13158,R,時械神ザフィオン
13159,N,時械神サディオン
13160,N,時械神カミオン
13161,SR,時械巫女
13162,R,No.29 マネキンキャット
13163,SR,No.41 泥睡魔獣バグースカ
13164,SR,No.68 魔天牢サンダルフォン
13165,SR,No.71 リバリアン・シャーク
13166,SR,No.89 電脳獣ディアブロシス
13167,R,プロキシー・ドラゴン
13168,R,真紅眼の幼竜
13169,R,真紅眼の鉄騎士-ギア・フリード
13170,UR,真紅眼の黒刃竜
13171,R,鎖付き真紅眼牙
13172,UR,アマゾネス王女
13173,R,アマゾネスペット仔虎
13174,SR,アマゾネスの叫声
13175,R,アマゾネスの急襲
13176,R,伝説のフィッシャーマン二世
13177,SR,城塞クジラ
13178,R,海竜神の怒り
13179,N,潜海奇襲
13180,SR,サイバー・ダーク・カノン
13181,SR,サイバー・ダーク・クロー
13182,SR,鎧獄竜-サイバー・ダークネス・ドラゴン
13183,R,サイバーダーク・インフェルノ
13184,SR,ミキサーロイド
13185,UR,スーパービークロイド-モビルベース
13186,SR,メガロイド都市
13187,SR,レッド・ロイド・コール
13188,UR,ウォーター・ドラゴン-クラスター
13189,SR,デューテリオン
13190,N,ボンディング-D2O
13191,N,ボンディング-DHO
13192,R,デジトロン
13193,SR,ドットスケーパー
13194,R,クラインアント
13195,R,バックリンカー
13196,SR,バランサーロード
13197,SR,ROMクラウディア
13198,SR,ブート・スタッガード
13199,UR,デュアル・アセンブルム
13200,N,サイバネット・バックドア
13201,R,リコーデッド・アライブ
13202,N,エンコード・トーカー
13203,SR,トライゲート・ウィザード
13204,SR,バイナル・ソーサレス
13206,SR,リンク・ディサイプル
13207,N,堕ち武者
13208,R,リヴェンデット・スレイヤー
13209,N,ヴェンデット・レヴナント
13210,N,ヴェンデット・ヘルハウンド
13211,R,リヴェンデット・ボーン
13212,N,ヴェンデット・リボーン
13213,N,F.A.ソニックマイスター
13214,R,F.A.ハングオンマッハ
13215,N,F.A.サーキットGP
13216,N,F.A.ダウンフォース
13217,N,ディフェクト・コンパイラー
13218,N,コンデンサー・デスストーカー
13219,R,リンク・インフライヤー
13220,N,トリックスター・ナルキッス
13221,R,ダーク・エンジェル
13222,R,剛鬼ヘッドバット
13223,R,ゲートウェイ・ドラゴン
13224,N,スニッフィング・ドラゴン
13225,N,アネスヴァレット・ドラゴン
13226,N,オートヴァレット・ドラゴン
13227,R,マグナヴァレット・ドラゴン
13228,SR,オルターガイスト・マリオネッター
13229,SR,オルターガイスト・シルキタス
13230,SR,オルターガイスト・メリュシーク
13231,N,オルターガイスト・クンティエリ
13232,R,クローラー・スパイン
13233,N,クローラー・アクソン
13234,N,クローラー・グリア
13235,N,クローラー・レセプター
13236,N,クローラー・ランヴィエ
13237,N,クローラー・デンドライト
13238,R,星遺物-『星鎧』
13239,SR,メタファイズ・ラグナロク
13240,R,メタファイズ・ダイダロス
13241,N,メタファイズ・ネフティス
13242,R,メタファイズ・タイラント・ドラゴン
13243,UR,メタファイズ・エグゼキューター
13244,R,水精鱗-ネレイアビス
13245,R,炎王獣 ガネーシャ
13246,R,幻獣機ライテン
13247,R,ザ・アキュムレーター
13248,R,兵隊竜
13249,R,ダックドロッパー
13250,N,比翼レンリン
13251,R,アリジバク
13252,SR,天岩戸
13253,R,旋風機ストリボーグ
13254,SR,亡龍の戦慄-デストルドー
13255,SR,精霊神后 ドリアード
13256,SR,素早いビーバー
13257,N,衛生兵マッスラー
13258,UR,ヴァレルロード・ドラゴン
13259,SR,リンク・バンパー
13260,R,トリックスター・スイートデビル
13261,SR,剛鬼サンダー・オーガ
13262,SR,ツイン・トライアングル・ドラゴン
13263,R,オルターガイスト・プライムバンシー
13264,SR,エクスクローラー・シナプシス
13265,SR,エクスクローラー・ニューロゴス
13266,UR,エクスクローラー・クオリアーク
13267,SR,アカシック・マジシャン
13268,SR,マスター・ボーイ
13269,R,セキュリティ・ブロック
13270,R,ドラゴノイド・ジェネレーター
13271,R,スクイブ・ドロー
13272,SR,クイック・リボルブ
13273,R,星遺物に差す影
13274,SR,星遺物を巡る戦い
13275,N,メタファイズ・ファクター
13276,SR,アシンメタファイズ
13277,R,ワンタイム・パスコード
13278,SR,ライバル・アライバル
13279,SR,やりすぎた埋葬
13280,N,心眼の祭殿
13281,R,補充部隊
13282,R,燃え竹光
13283,R,サイバース・ビーコン
13284,N,リンク・リスタート
13285,N,リモート・リボーン
13286,N,オルターガイスト・カモフラージュ
13287,R,オルターガイスト・プロトコル
13288,R,パーソナル・スプーフィング
13289,R,星遺物の傀儡
13290,N,星遺物に蠢く罠
13291,R,メタファイズ・ディメンション
13292,UR,メタバース
13293,SR,拮抗勝負
13294,R,導爆線
13295,R,直通断線
13296,R,おジャマデュオ
13302,SR,V-LAN ヒドラ
13303,R,白棘鱏
13304,SR,DDD超視王ゼロ・マクスウェル
13305,SR,インタラプト・レジスタンス
13307,SR,影六武衆-フウマ
13308,N,影六武衆-ゲンバ
13309,R,影六武衆-ハツメ
13310,N,影六武衆-ドウジ
13311,R,影六武衆-キザル
13312,SR,影六武衆-リハン
13313,R,六武衆の影忍術
13314,N,忍の六武
13315,SR,魔弾の射手 カスパール
13316,R,魔弾の射手 ドクトル
13317,R,魔弾の射手 ザ・キッド
13318,SR,魔弾の射手 スター
13319,N,魔弾の射手 カラミティ
13320,N,魔弾の射手 ワイルド
13321,SR,魔弾の悪魔 ザミエル
13322,R,魔弾-ネバー・エンドルフィン
13323,SR,魔弾-クロス・ドミネーター
13324,R,魔弾-デスペラード
13325,N,魔弾-ダンシング・ニードル
13326,N,魔弾-デビルズ・ディール
13327,R,魔弾-デッドマンズ・バースト
13328,SR,雪天気シエル
13329,N,雨天気ラズラ
13330,N,曇天気スレット
13331,N,晴天気ベンガーラ
13332,R,雷天気ターメル
13333,SR,極天気ランブラ
13334,UR,虹天気アルシエル
13335,SR,雪の天気模様
13336,N,雨の天気模様
13337,R,曇りの天気模様
13338,N,晴れの天気模様
13339,R,雷の天気模様
13340,N,オーロラの天気模様
13341,SR,サイバース・アクセラレーター
13342,R,リローダー・ドラゴン
13343,R,トリックスター・ブラッディマリー
13344,R,剛鬼デストロイ・オーガ
13345,SR,サイバース・コンバーター
13346,UR,リンクリボー
13349,SR,イーバ
13350,SR,天空聖騎士アークパーシアス
13351,R,天空賢者ミネルヴァ
13352,SR,力天使ヴァルキリア
13353,R,パーシアスの神域
13354,SR,輪廻のパーシアス
13356,SR,六武衆の真影
13357,SR,竜騎士ブラック・マジシャン
13358,UR,キメラテック・メガフリート・ドラゴン
13359,UR,オッドアイズ・アークペンデュラム・ドラゴン
13360,SR,鬼動武者
13361,R,ハロハロ
13362,SR,ヴェンデット・キマイラ
13363,N,ヴェンデット・ストリゲス
13364,R,ヴェンデット・ナイト
13365,N,ヴェンデット・リユニオン
13366,N,F.A.ウィップクロッサー
13367,R,F.A.ターボチャージャー
13368,N,F.A.オフロードGP
13369,R,F.A.ピットストップ
13370,UR,サブテラーマリスの妖魔
13371,UR,SPYRAL-ザ・ダブルヘリックス
13372,R,ロックアウト・ガードナー
13373,N,ストライピング・パートナー
13374,R,フリック・クラウン
13375,N,ビットルーパー
13376,N,弾帯城壁龍
13377,N,シェルヴァレット・ドラゴン
13378,R,メタルヴァレット・ドラゴン
13379,N,ティンダングル・エンジェル
13380,N,ティンダングル・ベース・ガードナー
13381,SR,ティンダングル・ハウンド
13382,N,ティンダングル・アポストル
13383,N,ティンダングル・イントルーダー
13384,SR,蒼穹の機界騎士
13385,N,翠嵐の機界騎士
13386,N,燈影の機界騎士
13387,N,黄華の機界騎士
13388,N,紅蓮の機界騎士
13389,N,紺碧の機界騎士
13390,SR,紫宵の機界騎士
13391,R,星遺物-『星盾』
13392,R,魔導獣 ジャッカル
13393,N,魔導獣 ガルーダ
13394,N,魔導獣 メデューサ
13395,N,魔導獣 バジリスク
13396,UR,魔導獣 キングジャッカル
13397,UR,魔導獣 マスターケルベロス
13398,R,アーティファクト-ミョルニル
13399,R,屈強の釣り師
13400,R,雀姉妹
13401,R,異次元の探求者
13402,R,魅幽鳥
13403,R,デスマニア・デビル
13404,R,電送擬人エレキネシス
13405,UR,インスペクト・ボーダー
13406,SR,オーバーテクス・ゴアトルス
13407,SR,接触するG
13408,R,ゾンビーノ
13409,SR,エクスコード・トーカー
13410,SR,アンダークロックテイカー
13411,SR,ベクター・スケア・デーモン
13412,R,フレイム・アドミニスター
13413,R,リカバリー・ソーサラー
13414,R,セキュア・ガードナー
13415,R,スリーバーストショット・ドラゴン
13416,UR,ティンダングル・アキュート・ケルベロス
13417,SR,オルターガイスト・ヘクスティア
13418,UR,星痕の機界騎士
13419,UR,鎖龍蛇-スカルデット
13420,R,副話術士クララ&ルーシカ
13421,SR,ドリトル・キメラ
13422,N,リンケージ・ホール
13423,N,天火の牢獄
13424,SR,リボルブート・セクター
13425,N,ナーゲルの守護天
13426,N,オイラーサーキット
13427,N,星遺物が刻む傷痕
13428,N,星遺物へ至る鍵
13429,R,魔導加速
13430,R,栄光の聖騎士団
13431,SR,ガーディアンの力
13432,SR,ペンデュラム・パラドックス
13433,SR,局所的ハリケーン
13434,R,ダウンビート
13435,R,アスポート
13436,N,身分転換
13437,R,パラレルポート・アーマー
13438,N,サイバネット・リフレッシュ
13439,N,ヴァレル・レフリジェレーション
13440,N,ティンダングル・ドロネー
13441,N,オルターガイスト・マテリアリゼーション
13442,N,星遺物の囁き
13443,N,星遺物に眠る深層
13444,R,魔導変換
13445,SR,ゴーストリック・リフォーム
13446,N,デーモンの呼び声
13447,UR,センサー万別
13448,SR,GUYダンス
13449,N,見切りの極意
13450,N,一撃離脱
13451,N,誤爆
13453,R,ファイヤーオパールヘッド
13454,SR,沼地のドロゴン
13455,SR,武力の軍奏
13456,R,キキナガシ風鳥
13457,N,リンクルベル
13459,UR,サブテラーの導師
13460,R,コード・トーカー
13461,UR,白闘気双頭神龍
13462,UR,超天新龍オッドアイズ・レボリューション・ドラゴン
13463,UR,オルターガイスト・マルチフェイカー
13464,R,ミレニアム・アイズ・イリュージョニスト
13465,N,幻想魔術師・ノー・フェイス
13466,UR,ミレニアム・アイズ・サクリファイス
13467,SR,サクリファイス・フュージョン
13468,R,寄生虫パラノイド
13469,SR,究極変異態・インセクト女王
13470,UR,超進化の繭
13471,N,蝕みの鱗粉
13472,R,BM-4ボムスパイダー
13473,UR,デスペラード・リボルバー・ドラゴン
13474,SR,鋼鉄の襲撃者
13475,SR,銃砲撃
13476,UR,アームド・ドラゴン・カタパルトキャノン
13477,SR,おジャマ改造
13478,UR,おジャマッチング
13479,SR,おジャマパーティ
13480,R,古代の機械素体
13481,UR,古代の機械超巨人
13482,SR,古代の機械融合
13483,R,競闘-クロス・ディメンション
13484,UR,究極宝玉神 レインボー・オーバー・ドラゴン
13485,SR,虹の架け橋
13486,UR,宝玉の絆
13487,SR,究極宝玉陣
13489,SR,セキュリティ・ドラゴン
13490,UR,パーペチュアルキングデーモン
13491,SR,剣闘獣ドラガシス
13492,UR,ライトロード・ドミニオン キュリオス
13493,SR,ジェムナイト・ファントムルーツ
13494,SR,インヴェルズ・オリジン
13495,SR,甲虫装機 ピコファレーナ
13496,UR,天球の聖刻印
13497,UR,魔導原典 クロウリー
13498,R,フレッシュマドルチェ・シスタルト
13499,UR,水精鱗-サラキアビス
13500,UR,聖騎士の追想 イゾルデ
13501,R,シャドール・ネフィリム
13502,SR,クリフォート・ゲニウス
13503,SR,聖霊獣騎 キムンファルコス
13504,UR,セフィラ・メタトロン
13505,UR,アロマセラフィ-ジャスミン
13506,UR,彼岸の黒天使 ケルビーニ
13507,UR,ヘビーメタルフォーゼ・エレクトラム
13508,UR,水晶機巧-ハリファイバー
13509,R,暴走召喚師アレイスター
13510,R,ダブルバイト・ドラゴン
13511,SR,フォーマッド・スキッパー
13512,SR,トリックスター・フォクシーウィッチ
13513,N,トリックスター・マジカローラ
13514,SR,剛鬼ジェット・オーガ
13515,N,剛鬼死闘
13516,R,ブースター・ドラゴン
13517,R,タクティカル・エクスチェンバー
13518,N,ドングルドングリ
13519,N,ガベージコレクター
13520,SR,シーアーカイバー
13521,SR,フレイム・バッファロー
13522,SR,レディ・デバッガー
13523,N,アンチエイリアン
13524,N,ストームサイファー
13525,SR,セグメンタル・ドラゴン
13526,N,サイバネット・ストーム
13527,R,パケットリンク
13528,N,パワーコード・トーカー
13529,UR,トラフィックゴースト
13530,SR,LANフォリンクス
13532,N,スモウ魂 YOKO-ZUNA
13533,N,カラテ魂 KURO-OBI
13534,SR,ヴェンデット・バスタード
13535,R,ヴェンデット・コア
13536,R,ヴェンデット・チャージ
13537,N,ヴェンデット・リバース
13538,SR,F.A.カーナビゲーター
13539,SR,F.A.ホームトランスポーター
13540,N,F.A.シティGP
13541,R,F.A.シェイクダウン
13542,UR,アルカナ エクストラジョーカー
13543,R,X・HERO ワンダー・ドライバー
13544,SR,ジャンク・コネクター
13545,N,白闘気一角
13546,R,No.5 亡朧竜 デス・キマイラ・ドラゴン
13547,R,ペンデュラム・ホルト
13548,N,白の救済
13549,SR,アクションマジック-フルターン
13550,R,アクションマジック-ダブル・バンキング
13551,SR,白の咆哮
13552,R,フォトン・アドバンサー
13554,UR,サモン・ソーサレス
13555,SR,トリックスター・キャロベイン
13556,N,プロトロン
13557,N,プロンプトホーン
13558,N,バックアップ・オペレーター
13559,N,リンク・ストリーマー
13560,SR,デグレネード・バスター
13561,N,トリックスター・ヒヨス
13562,N,トリックスター・マンドレイク
13563,N,トリックスター・シャクナージュ
13564,R,剛鬼マンジロック
13565,N,剛鬼ハッグベア
13566,N,デフラドラグーン
13567,N,バックグランド・ドラゴン
13568,R,ティンダングル・トリニティ
13569,N,オルターガイスト・ピクシール
13570,N,機界騎士アヴラム
13571,SR,夢幻崩界イヴリース
13572,R,星遺物-『星槍』
13573,N,エレメントセイバー・アイナ
13574,R,エレメントセイバー・マカニ
13575,N,エレメントセイバー・ナル
13576,N,エレメントセイバー・マロー
13577,R,エレメントセイバー・ラパウィラ
13578,N,エレメントセイバー・モーレフ
13579,SR,エレメントセイバー・ウィラード
13580,SR,光霊神フォスオラージュ
13581,UR,太陽電池メン
13582,N,番猫-ウォッチキャット
13583,R,トランスファミリア
13584,N,妖海のアウトロール
13585,R,ヤジロベーダー
13586,R,鉄騎龍ティアマトン
13587,UR,屋敷わらし
13588,SR,急き兎馬
13589,N,ボイコットン
13590,UR,トポロジック・トゥリスバエナ
13591,N,スペース・インシュレイター
13592,R,トリックスター・ベラマドンナ
13593,N,トリックスター・ブルム
13594,R,トリックスター・デビルフィニウム
13595,SR,剛鬼ザ・マスター・オーガ
13596,N,オルターガイスト・キードゥルガー
13597,UR,トロイメア・マーメイド
13598,UR,トロイメア・ゴブリン
13599,SR,トロイメア・ケルベロス
13600,SR,トロイメア・フェニックス
13601,UR,トロイメア・ユニコーン
13602,UR,トロイメア・グリフォン
13603,UR,発条補修ゼンマイコン
13604,SR,ヴァンパイア・サッカー
13605,R,小法師ヒダルマー
13606,SR,グレートフライ
13607,N,サイバーサル・サイクロン
13608,N,トリックスター・ライトアリーナ
13609,N,トリックスター・ブーケ
13610,N,剛鬼フェイスターン
13611,N,星遺物が導く果て
13612,SR,星遺物を継ぐもの
13613,N,星遺物へ誘う悪夢
13614,UR,霊神の聖殿
13615,R,再臨の帝王
13616,SR,雪花の光
13617,SR,バウンドリンク
13618,N,にらみ合い
13619,UR,墓穴の指名者
13620,UR,取捨蘇生
13621,N,リミット・コード
13622,UR,レッド・リブート
13623,N,ジェルゴンヌの終焉
13624,N,オルターガイスト・エミュレルフ
13625,R,星遺物からの目醒め
13626,N,星遺物への抵抗
13627,R,星遺物に響く残叫
13628,R,霊神統一
13629,R,神属の堕天使
13630,R,電網の落とし穴
13631,UR,無限泡影
13632,R,無情なはたき落とし
13633,N,豆まき
13634,UR,やぶ蛇
13638,UR,E・HERO ソリッドマン
13639,R,煌々たる逆転の女神
13640,SR,ロード・オブ・ドラゴン-ドラゴンの統制者-
13641,SR,デストロイ・ドラゴン
13642,R,ドラゴン・復活の狂奏
13643,N,破壊輪廻
13644,R,ヴァンパイアの使い魔
13645,R,ヴァンパイアの眷属
13646,SR,ヴァンパイア・フロイライン
13647,N,ヴァンパイア・グリムゾン
13648,R,ヴァンパイア・スカージレット
13649,N,ヴァンパイア・レッドバロン
13650,UR,交血鬼-ヴァンパイア・シェリダン
13651,N,ヴァンパイア・デザイア
13652,N,ヴァンパイアの領域
13653,SR,ヴァンパイア・アウェイク
13654,SR,ヴァンパイアの支配
13655,N,空牙団の撃手 ドンパ
13656,N,空牙団の飛哨 リコン
13657,N,空牙団の舵手 ヘルマー
13658,SR,空牙団の剣士 ビート
13659,R,空牙団の参謀 シール
13660,N,空牙団の闘士 ブラーヴォ
13661,R,空牙団の孤高 サジータ
13662,SR,空牙団の豪傑 ダイナ
13663,SR,空牙団の叡智 ウィズ
13664,UR,空牙団の英雄 ラファール
